web-scraper-order,web-scraper-start-url,name,name-href,all critic,all critic-href,review,Rating,Genre,language,Release Date (Theaters),Release Date (Streaming),Distributor
"1676882092-31719","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","[A] sweet-natured and genial comedy in the spirit of Ealing, which bobs up like a ping pong ball on a water-fountain.","","","","","",""
"1676882092-31720","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","A pleasantly polished bit of whimsy, with a sly twist ending.","","","","","",""
"1676882092-31721","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","An undeniable crowd-pleaser, The Duke is a delight with more than the occasional nod in the direction of Ealing. It's impossible not to warm to Kempton Bunton, as played by Jim Broadbent, in this endearing fanfare for the common man.","","","","","",""
"1676882092-31722","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","...The Duke is a comedy, but a comedy with some heart...","","","","","",""
"1676882092-31723","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","Jim Broadbent could play a vicious despot and still make you wish he was your uncle.","","","","","",""
"1676882092-31724","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","Thievery and courtroom theatrics rule the roost when a British senior cit stands up for his self-perceived rights.","","","","","",""
"1676882092-31725","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","A lively and engaging account of the unusual 1961 theft of Francisco Goya's portrait of the Duke of Wellington from London's National Gallery and the eccentric do-gooder at the center of it all.","","","","","",""
"1676882092-31726","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","A sprightly, well-handled comedy with the distinction of a very amusing courtroom sequence...The film also plays with stereotypes of the English, wherein Bunton is the loveable suburban eccentric rubbing up against the prim-and-proper establishment.","","","","","",""
"1676882092-31727","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","Roger Michell and his cast keep it briskly entertaining.","","","","","",""
"1676882092-31728","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","The tale is sillier than a '60s Ealing﻿ Studios comedy, and will warm you like a perfect cup of English tea.","","","","","",""
"1676882092-31729","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","The film misses an opportunity to delve particularly deeply into the keenly relevant issues of inequality and social disconnection that so animate its protagonist.","","","","","",""
"1676882092-31730","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","This stranger-than-fiction heist yarn has now been made into a loveable comedy drama directed by Roger Michell...","","","","","",""
"1676882092-31731","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","There's nothing mind-blowing in the serene storytelling, but as enjoyable as the film can be, what's not to like about observing the Buntons' dynamics?","","","","","",""
"1676882092-31732","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","This spry and sometimes sentimental caper from Roger Michell (Notting Hill) is an unabashed crowd-pleaser, with a real-life Robin Hood at its centre.","","","","","",""
"1676882092-31733","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","Britain hasn't lost the ability to make films like this after all. We've had it stashed in the back of the wardrobe all along.","","","","","",""
"1676882092-31734","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","Bring your mum and your gran (or anyone's gran if yours is not available) preferably to a matinee, and you'll have a delightful time and be home, whistling cheerfully, in time for tea.","","","","","",""
"1676882092-31735","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","Throughout everything Broadbent is astounding, both foolish and infuriating, but also deeply sympathetic.","","","","","",""
"1676882092-31736","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","The script by Richard Bean and Clive Coleman is full of delightfully droll dialogue, and director Roger Michell keeps things as light and sharp as lemon soufflé.","","","","","",""
"1676882092-31737","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","Gloriously entertaining, with Broadbent and Mirren on excellent form. A quintessentially British film which, while it doesn't reinvent the cinematic experience, is sure to be enjoyed by many.","","","","","",""
"1676882092-31738","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","It's a quirky but stirring tale, beautifully scripted by Richard Bean and Clive Coleman, while director Roger Michell brings the same sureness of comedic touch he applied to the likes of Notting Hill and Venus.","","","","","",""
"1676882092-31739","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","Clever from the title on down.","","","","","",""
"1676882092-31740","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","Broadbent's considerable charisma as a prototype social justice warrior is just about enough to pull the rag-and-bone cart home on a film which becomes more defiantly contrived as it goes on.","","","","","",""
"1676882092-31741","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","What a lovely, rousing, finally moving film this is.","","","","","",""
"1676882092-31742","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","A perfectly nimble, kind-hearted bit of teatime entertainment - ideally tailored to Jim Broadbent in one of his most appealing big-screen roles.","","","","","",""
"1676882092-31743","https://editorial.rottentomatoes.com/guide/best-2022-movies/","The Duke","https://www.rottentomatoes.com/m/the_duke","View All Critic Reviews (144)","https://www.rottentomatoes.com/m/the_duke/reviews","This is the kind of British film with international appeal: the venerable cast, genial tone, inspirational story, and mischievous English eccentricity are all present and correct. Settle in, preferably with a nice cup of tea to hand, and enjoy.","","","","","",""
"1676882094-31744","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","","","","R (Gore|Drug Use|Strong Sexual Content|Graphic Nudity|Language|Strong Bloody Violence)","","","","",""
"1676882094-31745","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","","","","","Horror, 
                        
                        Mystery & thriller","","","",""
"1676882094-31746","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","","","","","","English","","",""
"1676882094-31747","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","","","","","","","","Apr 14, 2022",""
"1676882094-31748","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","","","","","","","","","A24"
"1676882123-31749","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","A gruesome slasher reminiscent of classic horror.","","","","","",""
"1676882123-31750","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Ends with a wholly satisfying finale and avoids the pitfalls of frustrating the audience, as so many independent horror films seem to do. It’s a slower burn for sure, but what a bloody, gory, rewarding ride.","","","","","",""
"1676882123-31751","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","I can give X the benefit of the doubt [with hindsight], accepting it as an entrypoint into a much larger world regardless of how incomplete it ultimately feels on its own.","","","","","",""
"1676882123-31752","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","X was true to its name, explicit sexual scenes, horrify scenarios & every more on the stories backdrop. But as a horror film Ti West nails it with his touch on horror story telling and worst case scenario perspective for every character it’s a insane ride","","","","","",""
"1676882123-31753","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","It’s crass and ghastly, with an on-the-nose premise fit for the often- sensationalist slasher genre and the salacious X-rated cinema embedded in this story.","","","","","",""
"1676882123-31754","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","The film itself goes beyond being merely a ‘blood and guts killer time’ with an array of porn star characters. It feeds into your adrenaline and spikes it up to ten.","","","","","",""
"1676882123-31755","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","If you're looking for a slow burn horror flick with plenty of atmosphere and faux-grindhouse aesthetics then X gon' give it to you!","","","","","",""
"1676882123-31756","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","The characters are fleshed-out and kooky — you’ll mourn when they meet their inevitable slaughter. And for a slasher, the acting is remarkably good: Jenna Ortega and Mia Goth in particular are scene-stealers.","","","","","",""
"1676882123-31757","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","X reanimates perennial fears of aging, older women, and one’s fading relevance.","","","","","",""
"1676882123-31758","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","X is a daring slasher, filled with unexpected twists that leave viewers stewing in uncomfortable moments and horrifying realizations.","","","","","",""
"1676882123-31759","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","X is a bold horror film that might just be the best dirty movie you’ve seen all year.","","","","","",""
"1676882123-31760","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","If you go into this with your eyes open, it delivers a well-crafted slasher horror on all counts, even if its finale and body-count are hardly a surprise.","","","","","",""
"1676882123-31761","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Ti West skillfully blends style with substance in A24’s X, delivering a riff on The Texas Chain Saw Massacre with a few subversive – and sexy – twists.","","","","","",""
"1676882123-31762","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Whatever West is trying here doesn’t ultimately land, maybe because West himself doesn’t seem to care about any of these people.","","","","","",""
"1676882123-31763","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Raw, emotional, upsetting, and unafraid to take its audiences to grotesque places, X is one of the very best films of the year.","","","","","",""
"1676882123-31764","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","X manages to tap into the nostalgic style of 70's horror while being a breath of fresh air for the genre. Ti West shows through his masterful directing, while winking at the audience, that you can put a ton of artistic flair into a ""dirty movie.""","","","","","",""
"1676882123-31765","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Ti West’s “X” is an unashamed ode to slasher movies that manages to capture what makes the good ones good while still being hampered by what makes the bad ones bad.","","","","","",""
"1676882123-31766","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","It pays homage to the adult film industry of the 70s, but I'm afraid it loses its guts by going through the easy and boring paths of conventional exploitation slasher. [Full review in Spanish]","","","","","",""
"1676882123-31767","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Now this is the modern-day answer to The Texas Chain Saw Massacre we’ve been waiting for!","","","","","",""
"1676882123-31768","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","There's lashings of sex and gore, plus a few surprises along the way.","","","","","",""
"1676882123-31769","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Smart, savvy and spectacularly staged while straddling and embracing that fine line between pleasure and pain.","","","","","",""
"1676882123-31770","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Pure fun, X intelligently exploits the genre's codes without transgressing and incorporating small doses of humor for the seasoned viewer. [Full review in Spanish]","","","","","",""
"1676882123-31771","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","An exquisite filmic anachronism that, disguised as the usual slasher, develops a discourse that gets under the skin and that, ultimately, elevates it as one of the greatest and riskiest titles of 2022.","","","","","",""
"1676882123-31772","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","The impressive direction and delightful performances, anchored by a terrific central turn from Goth, make this an enthralling horror entry that can satisfy the hunger for exciting spectacle and more sophisticated storytelling.","","","","","",""
"1676882123-31773","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","West's best film to date: a gooey, ebullient orgy of the lewd and the learned, the squalid and the sumptuous.","","","","","",""
"1676882123-31774","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","There’s nothing original about West’s highly stylized film, it’s just a down and dirty horror jam with a decent batch of jump-scares.","","","","","",""
"1676882123-31775","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","... A film tribute to 70's B-movies, particularly Texas Chainsaw Massacre and Deep Throat.","","","","","",""
"1676882123-31776","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","There's more sincerity in a good porn film... [Full review in Spanish]","","","","","",""
"1676882123-31777","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","X, first hour of the film is an homage to 70s psycho-sexual-film making and the last 45 minutes is a psycho-biddy/slasher. It's interesting to say the least but at no point was this a scary film.","","","","","",""
"1676882123-31778","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","A real delight, a genius within the genre that while paying homage to the classics, applies a rolling pin to expand the plot towards the unexpected. [Full review in Spanish]","","","","","",""
"1676882123-31779","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","While certainly creepy and provocative at times, X stumbles from the pretentious pedestal this “elevated” horror film has propped itself upon.","","","","","",""
"1676882123-31780","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","It's Mia Goth's show. The English-Brazilian actress is building a fine repertoire in the horror genre as someone who likes to dive into the deep end of psychotic-tinged stories with a human element coercing through it.","","","","","",""
"1676882123-31781","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Overall, X is an entertaining and vivid throwback horror, with a mesmerizing performance from Goth, even if it doesn't slash quite as deep as it intends.","","","","","",""
"1676882123-31782","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","A lubricated and bloody nightmare where desire, pain, coitus, and murder are inseparable parts of the same basic act, animal and profoundly human. [Full review in Spanish]","","","","","",""
"1676882123-31783","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","... a slightly unfocused twist on the sex-and-death genre.","","","","","",""
"1676882123-31784","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Equally entertains and frightens… a genuine cinephile's feast. [Full review in Spanish]","","","","","",""
"1676882123-31785","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","A quality horror film. 
[Full review in Spanish]","","","","","",""
"1676882123-31786","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Aside from its throwback grindhouse visual aesthetic, the film provides only hit-or-miss laughs and thrills, relying on stock characters and gratuitous gore rather than refreshing the formula.","","","","","",""
"1676882123-31787","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","West's return to horror is beautifully shot and features several stand-out female performances. The relationship between porn and horror isn't as novel as critics made it out to be, but the innovative ""stutter cuts"" alone make X worth checking out","","","","","",""
"1676882123-31788","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Think of this as The Texas Chainsaw Massacre meets Deep Throat. Ti West makes it perfectly clear that hes paying homage to these iconic films as he fills the movie with the meta commentary and tropes of this era in filmmaking.","","","","","",""
"1676882123-31789","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Endorsing the patterns of several classics but endowing them with unbridled new audacity, this shocker also provides substantial gore.","","","","","",""
"1676882123-31790","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Sometimes in life, you just want a simple slasher movie that checks the boxes and then some, X is that movie. Mixing great tension, kills, brutality, and solid characters, X delivers one of the better horror movies of recent years.","","","","","",""
"1676882123-31791","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Ty West directs a horror that moves beyond simple slaughter. He expands into a broader discussion of religion, sexuality, and gender, thereby making X a slasher joyride with something more to say.","","","","","",""
"1676882123-31792","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Making an artful horror movie is like making an avant-garde porno film: Whatever creative touches you want to include in it, ultimately the filmmaker has to show the people what they came to see.","","","","","",""
"1676882123-31793","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","There's tension, proper fleshiness that makes the audience wince, and the actors seem to be really enjoying themselves. Entertaining and repugnant, in a good way.","","","","","",""
"1676882123-31794","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Still gives me shivers","","","","","",""
"1676882123-31795","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","It was entertaining. It stuck with me. i didn't know what to expect... I feel like this was a new angle for a slasher flick.","","","","","",""
"1676882123-31796","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","X is a gory, funny, surprisingly restrained and yet still gleefully amoral film.","","","","","",""
"1676882123-31797","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Ti West blends old school homage with modern horror thrills to craft a blackly comic and surprisingly poignant tale loaded with scares and gut-churning gore.","","","","","",""
"1676882123-31798","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Its got a decent script, an energetic cast, and lots of style.","","","","","",""
"1676882123-31799","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","It's a love letter to the best of horror, and further, freedom of expression. There are moments of surprising, haunting beauty that add nothing to the plot, but everything to the experience. With X, West can be compared to Craven or even Carpenter.","","","","","",""
"1676882123-31800","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","A near-perfect film, cut off at the knees to make room for future sequels, but sequels that will surely flesh out the story.","","","","","",""
"1676882123-31801","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","A film that unabashedly combines fairly explicit sex scenes with an ultra gory slasher, and explores the relationship between sex and death.","","","","","",""
"1676882123-31802","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Ti West’s X aims its slasher-movie homage straight at classic horror fanatics.","","","","","",""
"1676882123-31803","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","A meticulously-crafted ode to vintage horror.","","","","","",""
"1676882123-31804","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","This is really great, a throwback to those grindhouse films of the 1970s.","","","","","",""
"1676882123-31805","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Falls off a bit once the killing starts, but Ti West has crafted an entertaining, humorous and sex-positive homage to '70s horror films that is just downright fun.","","","","","",""
"1676882123-31806","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","If you can get on its same wavelength — which admittedly takes the first ten or fifteen minutes — and understand what West is doing, then you’ll have a good time.","","","","","",""
"1676882123-31807","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Whether you buy the premise or not, this is still one of the best horror films thats been made in a long time. The photography, editing and overall vibe harken to nostalgia movies like Boogie Nights and Dazed and Confused.","","","","","",""
"1676882123-31808","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Ti West is becoming one of the only directors since John Landis that’s capable of crafting a true horror comedy.","","","","","",""
"1676882123-31809","https://editorial.rottentomatoes.com/guide/best-2022-movies/","X","https://www.rottentomatoes.com/m/x_2022","View All Critic Reviews (222)","https://www.rottentomatoes.com/m/x_2022/reviews","Proudly brings us right into the heart of horror cinema at its most sordid... without sacrificing any of the intellectual density that ""elevated horror"" is so proud of.","","","","","",""
